pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
372.670000,199.540000,357.360000,285.600000,328.310000,366.850000,295.120000,436.080000,231.840000,540.720000,193.630000,591.020000,163.160000,665.380000
372.670000,199.540000,357.370000,285.590000,328.340000,366.840000,295.110000,436.080000,231.840000,540.720000,193.610000,591.030000,163.160000,665.370000
372.680000,199.540000,357.380000,285.590000,328.320000,366.840000,295.110000,436.080000,231.840000,540.730000,193.610000,591.030000,163.150000,665.370000
372.690000,199.540000,357.370000,285.600000,328.330000,366.840000,295.140000,436.080000,231.850000,540.710000,193.620000,591.020000,163.150000,665.380000
372.680000,199.530000,357.380000,285.580000,328.340000,366.840000,295.150000,436.080000,231.850000,540.720000,193.620000,591.020000,163.150000,665.360000
372.710000,199.520000,357.420000,285.570000,328.400000,366.830000,295.170000,436.100000,231.870000,540.770000,193.680000,591.000000,163.130000,665.370000
372.700000,199.520000,357.420000,285.580000,328.410000,366.850000,295.200000,436.110000,231.890000,540.760000,193.670000,591.010000,163.120000,665.390000
372.720000,199.510000,357.440000,285.570000,328.470000,366.840000,295.240000,436.100000,231.910000,540.750000,193.680000,591.050000,163.120000,665.380000
372.740000,199.460000,357.540000,285.550000,328.740000,366.810000,295.400000,436.120000,232.010000,540.850000,193.810000,591.070000,163.170000,665.470000
372.750000,199.310000,357.700000,285.560000,328.790000,366.800000,295.640000,436.100000,232.050000,540.880000,193.850000,591.090000,163.170000,665.720000
372.760000,199.300000,357.730000,285.560000,328.780000,366.800000,295.710000,436.090000,232.070000,540.890000,193.850000,591.110000,163.220000,665.740000
372.760000,199.290000,357.740000,285.540000,328.810000,366.800000,295.720000,436.100000,232.090000,540.890000,193.860000,591.100000,163.220000,665.750000
372.770000,199.300000,357.740000,285.550000,328.840000,366.790000,295.750000,436.100000,232.130000,540.900000,193.890000,591.140000,163.240000,665.710000
372.760000,199.300000,357.740000,285.530000,328.840000,366.800000,295.770000,436.090000,232.120000,540.910000,193.890000,591.120000,163.280000,665.740000
372.780000,199.290000,357.760000,285.550000,328.880000,366.790000,295.800000,436.090000,232.130000,540.920000,193.920000,591.120000,163.260000,665.730000
372.780000,199.300000,357.790000,285.540000,328.890000,366.790000,295.800000,436.090000,232.180000,540.930000,193.920000,591.140000,163.290000,665.760000
372.780000,199.290000,357.780000,285.550000,328.880000,366.800000,295.820000,436.100000,232.170000,540.930000,193.930000,591.140000,163.290000,665.760000
372.800000,199.280000,357.810000,285.550000,328.920000,366.810000,295.830000,436.100000,232.170000,540.940000,193.960000,591.150000,163.340000,665.740000
372.800000,199.290000,357.800000,285.550000,328.900000,366.800000,295.840000,436.100000,232.200000,540.940000,193.960000,591.160000,163.380000,665.770000
372.800000,199.280000,357.800000,285.550000,328.900000,366.790000,295.840000,436.100000,232.180000,540.940000,193.970000,591.180000,163.390000,665.720000
