pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
473.280000,701.990000,0.000000,0.000000
473.230000,701.980000,0.000000,0.000000
473.250000,702.000000,0.000000,0.000000
473.270000,702.000000,0.000000,0.000000
473.290000,702.050000,0.000000,0.000000
473.290000,702.060000,0.000000,0.000000
473.320000,702.120000,0.000000,0.000000
473.250000,702.200000,0.000000,0.000000
473.250000,702.230000,0.000000,0.000000
473.250000,702.230000,0.000000,0.000000
473.240000,702.290000,0.000000,0.000000
473.280000,702.390000,0.000000,0.000000
473.190000,702.530000,0.000000,0.000000
473.070000,702.620000,0.000000,0.000000
473.090000,702.620000,0.000000,0.000000
473.070000,702.650000,0.000000,0.000000
473.070000,702.780000,0.000000,0.000000
473.080000,702.810000,0.000000,0.000000
473.070000,702.890000,0.000000,0.000000
473.020000,702.970000,0.000000,0.000000
473.040000,703.000000,0.000000,0.000000
473.050000,703.020000,0.000000,0.000000
473.040000,703.000000,0.000000,0.000000
473.020000,703.070000,0.000000,0.000000
473.000000,703.110000,0.000000,0.000000
473.000000,703.120000,0.000000,0.000000
472.990000,703.130000,0.000000,0.000000
472.980000,703.120000,0.000000,0.000000
473.000000,703.180000,0.000000,0.000000
472.980000,703.220000,0.000000,0.000000
473.010000,703.230000,0.000000,0.000000
473.000000,703.190000,0.000000,0.000000
472.970000,703.170000,0.000000,0.000000
472.980000,703.170000,0.000000,0.000000
473.000000,703.190000,0.000000,0.000000
473.010000,703.180000,0.000000,0.000000
472.990000,703.190000,0.000000,0.000000
472.990000,703.170000,0.000000,0.000000
472.980000,703.140000,0.000000,0.000000
472.970000,703.120000,0.000000,0.000000
472.990000,703.100000,0.000000,0.000000
472.990000,703.110000,0.000000,0.000000
472.980000,703.090000,0.000000,0.000000
472.990000,703.000000,0.000000,0.000000
473.000000,702.910000,0.000000,0.000000
473.020000,702.880000,0.000000,0.000000
473.020000,702.820000,0.000000,0.000000
473.020000,702.720000,0.000000,0.000000
473.040000,702.550000,0.000000,0.000000
473.110000,702.270000,0.000000,0.000000
473.160000,702.180000,0.000000,0.000000
473.150000,702.090000,0.000000,0.000000
473.170000,702.060000,0.000000,0.000000
473.110000,702.030000,0.000000,0.000000
473.120000,702.030000,0.000000,0.000000
473.070000,701.950000,0.000000,0.000000
473.110000,701.850000,0.000000,0.000000
473.120000,701.850000,0.000000,0.000000
473.110000,701.870000,0.000000,0.000000
473.100000,701.870000,0.000000,0.000000
473.050000,701.820000,0.000000,0.000000
473.080000,701.810000,0.000000,0.000000
473.110000,701.800000,0.000000,0.000000
473.140000,701.800000,0.000000,0.000000
473.130000,701.800000,0.000000,0.000000
473.100000,701.800000,0.000000,0.000000
473.100000,701.780000,0.000000,0.000000
473.140000,701.720000,0.000000,0.000000
473.140000,701.730000,0.000000,0.000000
473.140000,701.730000,0.000000,0.000000
473.160000,701.730000,0.000000,0.000000
473.160000,701.740000,0.000000,0.000000
473.120000,701.720000,0.000000,0.000000
473.130000,701.690000,0.000000,0.000000
473.120000,701.660000,0.000000,0.000000
473.120000,701.720000,0.000000,0.000000
473.140000,701.720000,0.000000,0.000000
473.100000,701.720000,0.000000,0.000000
473.110000,701.660000,0.000000,0.000000
473.150000,701.700000,0.000000,0.000000
473.150000,701.660000,0.000000,0.000000
473.160000,701.680000,0.000000,0.000000
473.150000,701.690000,0.000000,0.000000
473.160000,701.690000,0.000000,0.000000
473.150000,701.710000,0.000000,0.000000
473.130000,701.670000,0.000000,0.000000
473.140000,701.680000,0.000000,0.000000
473.150000,701.690000,0.000000,0.000000
473.150000,701.730000,0.000000,0.000000
473.120000,701.700000,0.000000,0.000000
473.130000,701.680000,0.000000,0.000000
473.150000,701.680000,0.000000,0.000000
473.130000,701.750000,0.000000,0.000000
473.150000,701.780000,0.000000,0.000000
473.150000,701.780000,0.000000,0.000000
473.120000,701.740000,0.000000,0.000000
473.120000,701.790000,0.000000,0.000000
473.160000,701.800000,0.000000,0.000000
473.190000,701.840000,0.000000,0.000000
473.210000,701.870000,0.000000,0.000000
473.230000,701.940000,0.000000,0.000000
473.190000,701.980000,0.000000,0.000000
473.230000,702.000000,0.000000,0.000000
473.270000,702.010000,0.000000,0.000000
473.270000,702.120000,0.000000,0.000000
473.270000,702.210000,0.000000,0.000000
473.230000,702.200000,0.000000,0.000000
473.240000,702.220000,0.000000,0.000000
473.180000,702.240000,0.000000,0.000000
473.180000,702.350000,0.000000,0.000000
473.150000,702.510000,0.000000,0.000000
473.120000,702.610000,0.000000,0.000000
473.090000,702.670000,0.000000,0.000000
473.070000,702.690000,0.000000,0.000000
473.070000,702.740000,0.000000,0.000000
473.050000,702.800000,0.000000,0.000000
473.060000,702.850000,0.000000,0.000000
473.050000,702.880000,0.000000,0.000000
473.010000,702.940000,0.000000,0.000000
472.980000,702.900000,0.000000,0.000000
472.990000,702.890000,0.000000,0.000000
472.970000,702.970000,0.000000,0.000000
472.970000,703.020000,0.000000,0.000000
472.960000,703.060000,0.000000,0.000000
472.950000,703.020000,0.000000,0.000000
472.940000,703.010000,0.000000,0.000000
472.970000,703.010000,0.000000,0.000000
472.980000,703.040000,0.000000,0.000000
472.970000,703.070000,0.000000,0.000000
472.970000,703.030000,0.000000,0.000000
472.940000,703.050000,0.000000,0.000000
472.960000,703.040000,0.000000,0.000000
472.960000,703.020000,0.000000,0.000000
472.920000,703.060000,0.000000,0.000000
472.930000,703.070000,0.000000,0.000000
472.940000,703.130000,0.000000,0.000000
472.940000,703.050000,0.000000,0.000000
472.930000,702.990000,0.000000,0.000000
472.970000,702.980000,0.000000,0.000000
472.960000,703.030000,0.000000,0.000000
472.970000,703.050000,0.000000,0.000000
472.930000,703.000000,0.000000,0.000000
472.960000,702.950000,0.000000,0.000000
472.960000,702.900000,0.000000,0.000000
473.000000,702.880000,0.000000,0.000000
472.990000,702.810000,0.000000,0.000000
473.030000,702.660000,0.000000,0.000000
473.080000,702.420000,0.000000,0.000000
473.090000,702.130000,0.000000,0.000000
473.040000,702.010000,0.000000,0.000000
473.000000,701.910000,0.000000,0.000000
473.030000,701.880000,0.000000,0.000000
472.980000,701.900000,0.000000,0.000000
473.030000,701.830000,0.000000,0.000000
472.990000,701.800000,0.000000,0.000000
472.990000,701.800000,0.000000,0.000000
473.010000,701.830000,0.000000,0.000000
473.040000,701.790000,0.000000,0.000000
473.020000,701.810000,0.000000,0.000000
473.010000,701.760000,0.000000,0.000000
473.030000,701.750000,0.000000,0.000000
473.080000,701.740000,0.000000,0.000000
473.140000,701.720000,0.000000,0.000000
473.080000,701.730000,0.000000,0.000000
473.090000,701.750000,0.000000,0.000000
473.100000,701.760000,0.000000,0.000000
473.100000,701.670000,0.000000,0.000000
473.100000,701.710000,0.000000,0.000000
473.120000,701.730000,0.000000,0.000000
473.180000,701.790000,0.000000,0.000000
473.120000,701.730000,0.000000,0.000000
473.090000,701.650000,0.000000,0.000000
473.130000,701.680000,0.000000,0.000000
473.160000,701.690000,0.000000,0.000000
473.160000,701.750000,0.000000,0.000000
473.150000,701.660000,0.000000,0.000000
473.150000,701.690000,0.000000,0.000000
473.150000,701.690000,0.000000,0.000000
473.170000,701.640000,0.000000,0.000000
473.170000,701.640000,0.000000,0.000000
473.230000,701.640000,0.000000,0.000000
473.180000,701.710000,0.000000,0.000000
473.150000,701.650000,0.000000,0.000000
473.130000,701.680000,0.000000,0.000000
473.130000,701.630000,0.000000,0.000000
473.140000,701.690000,0.000000,0.000000
473.160000,701.690000,0.000000,0.000000
473.200000,701.690000,0.000000,0.000000
473.170000,701.680000,0.000000,0.000000
473.180000,701.650000,0.000000,0.000000
473.170000,701.710000,0.000000,0.000000
473.200000,701.710000,0.000000,0.000000
473.220000,701.780000,0.000000,0.000000
473.190000,701.790000,0.000000,0.000000
473.190000,701.840000,0.000000,0.000000
473.160000,701.830000,0.000000,0.000000
473.190000,701.830000,0.000000,0.000000
473.200000,701.860000,0.000000,0.000000
473.230000,701.910000,0.000000,0.000000
473.220000,701.930000,0.000000,0.000000
473.270000,701.950000,0.000000,0.000000
473.230000,701.960000,0.000000,0.000000
473.260000,702.010000,0.000000,0.000000
473.340000,702.050000,0.000000,0.000000
473.330000,702.130000,0.000000,0.000000
473.270000,702.170000,0.000000,0.000000
473.260000,702.200000,0.000000,0.000000
473.170000,702.280000,0.000000,0.000000
473.180000,702.340000,0.000000,0.000000
473.150000,702.410000,0.000000,0.000000
473.160000,702.420000,0.000000,0.000000
473.140000,702.600000,0.000000,0.000000
473.130000,702.710000,0.000000,0.000000
473.100000,702.690000,0.000000,0.000000
473.070000,702.770000,0.000000,0.000000
473.080000,702.890000,0.000000,0.000000
473.050000,702.990000,0.000000,0.000000
473.040000,702.990000,0.000000,0.000000
473.020000,702.960000,0.000000,0.000000
473.010000,703.030000,0.000000,0.000000
473.000000,703.080000,0.000000,0.000000
473.030000,703.110000,0.000000,0.000000
473.010000,703.150000,0.000000,0.000000
473.000000,703.200000,0.000000,0.000000
472.970000,703.240000,0.000000,0.000000
472.970000,703.230000,0.000000,0.000000
472.970000,703.250000,0.000000,0.000000
472.980000,703.280000,0.000000,0.000000
472.970000,703.350000,0.000000,0.000000
472.990000,703.350000,0.000000,0.000000
472.950000,703.360000,0.000000,0.000000
472.990000,703.340000,0.000000,0.000000
472.950000,703.530000,0.000000,0.000000
472.900000,703.770000,0.000000,0.000000
472.900000,703.790000,0.000000,0.000000
472.830000,703.710000,0.000000,0.000000
472.840000,703.720000,0.000000,0.000000
472.860000,703.750000,0.000000,0.000000
472.810000,703.780000,0.000000,0.000000
472.830000,703.770000,0.000000,0.000000
472.820000,703.800000,0.000000,0.000000
472.830000,703.730000,0.000000,0.000000
472.860000,703.670000,0.000000,0.000000
472.890000,703.670000,0.000000,0.000000
472.890000,703.740000,0.000000,0.000000
472.900000,703.700000,0.000000,0.000000
472.910000,703.570000,0.000000,0.000000
473.060000,703.260000,0.000000,0.000000
473.040000,703.090000,0.000000,0.000000
473.040000,703.020000,0.000000,0.000000
473.070000,702.850000,0.000000,0.000000
473.060000,702.690000,0.000000,0.000000
473.140000,702.350000,0.000000,0.000000
473.130000,702.120000,0.000000,0.000000
473.080000,701.960000,0.000000,0.000000
473.090000,701.910000,0.000000,0.000000
473.100000,701.880000,0.000000,0.000000
473.090000,701.890000,0.000000,0.000000
473.070000,701.860000,0.000000,0.000000
473.130000,701.800000,0.000000,0.000000
473.160000,701.760000,0.000000,0.000000
473.130000,701.750000,0.000000,0.000000
473.120000,701.750000,0.000000,0.000000
473.130000,701.770000,0.000000,0.000000
473.150000,701.730000,0.000000,0.000000
473.130000,701.670000,0.000000,0.000000
473.160000,701.690000,0.000000,0.000000
473.180000,701.730000,0.000000,0.000000
473.180000,701.750000,0.000000,0.000000
473.200000,701.700000,0.000000,0.000000
473.210000,701.710000,0.000000,0.000000
473.220000,701.620000,0.000000,0.000000
473.240000,701.630000,0.000000,0.000000
473.260000,701.620000,0.000000,0.000000
473.210000,701.640000,0.000000,0.000000
473.240000,701.640000,0.000000,0.000000
473.180000,701.670000,0.000000,0.000000
473.230000,701.510000,0.000000,0.000000
473.320000,701.290000,0.000000,0.000000
473.310000,701.350000,0.000000,0.000000
473.290000,701.460000,0.000000,0.000000
473.240000,701.590000,0.000000,0.000000
473.220000,701.490000,0.000000,0.000000
473.320000,701.280000,0.000000,0.000000
473.360000,701.320000,0.000000,0.000000
473.370000,701.330000,0.000000,0.000000
473.310000,701.330000,0.000000,0.000000
473.350000,701.330000,0.000000,0.000000
473.350000,701.300000,0.000000,0.000000
473.400000,701.290000,0.000000,0.000000
473.400000,701.280000,0.000000,0.000000
473.410000,701.260000,0.000000,0.000000
473.360000,701.380000,0.000000,0.000000
473.360000,701.450000,0.000000,0.000000
473.330000,701.630000,0.000000,0.000000
473.290000,701.690000,0.000000,0.000000
473.310000,701.740000,0.000000,0.000000
473.300000,701.820000,0.000000,0.000000
473.270000,701.830000,0.000000,0.000000
473.280000,701.830000,0.000000,0.000000
473.270000,701.860000,0.000000,0.000000
473.280000,701.890000,0.000000,0.000000
473.360000,701.910000,0.000000,0.000000
473.370000,701.980000,0.000000,0.000000
473.420000,702.040000,0.000000,0.000000
473.420000,702.060000,0.000000,0.000000
473.460000,702.070000,0.000000,0.000000
473.440000,702.040000,0.000000,0.000000
473.400000,702.130000,0.000000,0.000000
473.480000,702.220000,0.000000,0.000000
474.040000,702.180000,0.000000,0.000000
474.050000,702.210000,0.000000,0.000000
474.010000,702.220000,0.000000,0.000000
473.980000,702.320000,0.000000,0.000000
473.970000,702.440000,0.000000,0.000000
473.920000,702.670000,0.000000,0.000000
473.890000,702.770000,0.000000,0.000000
473.900000,702.780000,0.000000,0.000000
473.850000,702.920000,0.000000,0.000000
473.800000,702.940000,0.000000,0.000000
473.810000,703.000000,0.000000,0.000000
